# Day libxc c python test doc
733880 10267 17478 72620 14103 20464
733881 10267 17478 72620 14103 20464
733882 10267 17485 72711 14150 20464
733883 10267 17485 72710 14387 20587
733884 10267 17485 72741 14401 20626
733885 10267 17485 72866 14877 20792
733886 10267 17485 72902 14924 20867
733887 10267 17485 72902 14924 20867
733888 10267 17485 72902 14924 20876
733889 10267 17485 72943 14924 20885
733890 10267 17485 72943 14926 20976
733891 10267 17485 72943 14926 20976
733892 10267 17485 72964 14926 20976
733893 10267 17485 72968 14926 20987
733894 10267 17485 72968 14926 20987
733895 10267 17485 72968 14926 20987
733896 10267 17485 72984 14926 20979
733897 10267 17485 73052 14926 20981
733898 10267 17485 73052 14886 21028
733899 10267 17485 73052 14546 21035
733900 10267 17485 73052 14546 20984
733901 10267 17485 73052 14546 20984
733902 10267 17485 73052 14546 20984
733903 10267 17485 73069 14551 21211
733904 10267 17485 73069 14551 21194
733905 10267 17485 73079 14551 21194
733906 10267 17485 73079 14551 21194
733907 10267 17485 73079 14551 21194
733908 10267 17485 73079 14551 21194
733909 10267 17485 73079 14551 21194
733910 10267 17485 73079 14551 21303
733911 10267 17485 73030 14551 21303
733912 10267 17485 73043 14572 21303
733913 10267 17485 73095 14640 21356
733914 10267 17485 73067 14681 21413
733915 10267 17485 73067 14681 21413
733916 10267 17485 73067 14681 21413
733917 10267 17485 73067 14681 21483
733918 10267 17485 73385 14770 21510
733919 10267 17485 74176 14782 21510
733920 10267 17485 75319 14845 21510
733921 10267 17485 75823 14850 21510
733922 10267 17491 75821 14850 21510
733923 10267 17491 75852 14850 21510
733924 10267 17491 75637 14850 21510
733925 10267 17491 75720 14876 21512
733926 10267 17491 75624 14874 21512
733927 10267 17491 75775 14832 21512
733928 10267 17491 73363 14962 21512
733929 10267 17491 73363 14962 21512
733930 10267 17491 73363 14962 21512
733931 10267 17583 74489 14962 21550
733932 10267 17583 74513 14943 21550
733933 10267 17583 72225 14972 21592
733934 10267 17583 72249 14972 22620
733935 10267 17583 72246 14972 22620
733936 10267 17583 72246 14972 22620
733937 10267 17583 72246 14972 22620
733938 10267 17572 72249 14963 22620
733939 10267 17572 72249 14968 22620
733940 10267 17572 72319 14968 22639
733941 10267 17572 72386 14968 22639
733942 10267 17572 72403 14968 22639
733943 10267 17572 72403 14968 22639
733944 10267 17572 72403 14968 22639
733945 10267 17572 72471 14969 23318
733946 10267 17572 71220 15001 23676
733947 10267 17572 71224 15001 23676
733948 10267 17572 71235 15006 23676
733949 10267 17572 71235 15008 23678
733950 10267 17572 71235 15008 23678
733951 10267 17572 71258 15008 23678
733952 10267 17572 71719 15054 23678
733953 10267 17572 71794 15047 23678
733954 10267 17572 71795 15047 23678
733955 10267 17572 71828 15047 23678
733956 10267 17572 72334 15047 23678
733957 10267 17572 72334 15047 23678
733958 10267 17572 72334 15047 23678
733959 10267 17572 72555 15047 23678
733960 10267 17572 72521 15047 23678
733961 10267 17572 72524 15086 23678
733962 10267 17658 72576 15099 23678
733963 10267 17658 72777 15156 23679
733964 10267 17658 72777 15156 23679
733965 10267 17658 72777 15156 23679
733966 10267 17658 72777 15156 23679
733967 10267 17658 73767 15156 23659
733968 10267 17658 73788 15156 23729
733969 10267 17658 73788 15156 23729
733970 10267 17658 73823 15156 23729
733971 10267 17658 73823 15156 23729
733972 10267 17658 73823 15156 23729
733973 10267 17658 73839 15153 23730
733974 10267 17658 74147 15153 23730
733975 10267 17658 74144 15153 23753
733976 10267 17658 74146 15153 23753
733977 10267 17658 74146 15153 23753
733978 10267 17658 74146 15153 23753
733979 10267 17658 74146 15153 23753
733980 10267 17658 74146 15153 23753
733981 10267 17658 74186 15232 24183
733982 10267 17658 74186 15232 24246
733983 10267 17658 74187 15232 24246
733984 10267 17658 74187 15232 24246
733985 10267 17658 74187 15232 24246
733986 10267 17658 74187 15232 24246
733987 10267 17658 74187 15232 24246
733988 10267 17658 74329 15232 24261
733989 10267 17658 74380 15251 24261
733990 10267 17658 74381 15251 24288
733991 10267 16484 74387 15257 24288
733992 10267 16484 74387 15257 24291
733993 10267 16484 74387 15257 24291
733994 10267 16484 74852 16014 24374
733995 10267 16484 74889 16025 24333
733996 10267 16484 74904 16027 24544
733997 10267 16484 74942 16028 24545
733998 10267 16484 74962 16027 24603
733999 10267 16484 74982 16027 24599
734000 10267 16484 74982 16027 24600
734001 10267 16484 74989 16027 24601
734002 10267 16484 74989 16027 24601
734003 10267 16484 75000 16080 24607
734004 10267 16484 75001 16080 24609
734005 10267 16484 75005 16080 24631
734006 10267 16484 75005 16080 24631
734007 10267 16484 75005 16080 24631
734008 10267 16484 75015 16080 24717
734009 10267 16484 75015 16080 24715
734010 10267 16503 75015 16080 24715
734011 10267 16503 75018 16080 24715
734012 10267 16503 75022 16080 24715
734013 10267 16503 75022 16080 24715
734014 10267 16503 75022 16080 24715
734015 10267 16503 75022 16080 24715
734016 10267 16505 75094 16092 24715
734017 10267 16505 75094 16092 24716
734018 10267 16505 75071 16095 24720
734019 10267 16505 75074 16095 24731
734020 10267 16505 75076 16095 24731
734021 10267 16505 75076 16095 24731
734022 10267 16505 75071 16096 24731
734023 10267 16505 75273 16105 24738
734024 10267 16505 75303 16105 24738
734025 10267 16505 75347 16105 24738
734026 10267 16505 75347 16105 24738
734027 10267 16505 75347 16105 24738
734028 10267 16505 75347 16105 24738
734029 10267 16505 75347 16105 24738
734030 10267 16505 75347 16105 24738
734031 10267 16505 75347 16105 24738
734032 10267 16505 75347 16105 24738
734033 10267 16505 75347 16105 24738
734034 10267 16505 75347 16105 24738
734035 10267 16505 75347 16105 24738
734036 10267 16505 75347 16105 24738
734037 10267 16505 75347 16105 24738
734038 10267 16505 75518 16105 24738
734039 10267 16505 75421 16105 24828
734040 10267 16508 75421 16105 24828
734041 10267 16508 75421 16105 24828
734042 10267 16508 75421 16105 24828
734043 10267 16508 75426 16105 24828
734044 10267 16508 75426 16105 24828
734045 10267 16508 75424 16105 24828
734046 10267 16508 75504 16105 24828
734047 10267 16508 75502 16105 24828
734048 10267 16508 75502 16105 24828
734049 10267 16508 75502 16105 24828
734050 10267 16508 75567 16202 24881
734051 10267 16508 75641 16270 24881
734052 10267 16508 75655 16271 24890
734053 10267 16508 75669 16271 24890
734054 10267 16508 75669 16271 24890
734055 10267 16508 75669 16271 24890
734056 10267 16508 75669 16271 24890
734057 10267 16508 75764 16271 24890
734058 10267 16508 75764 16271 24890
734059 10267 16508 75673 16271 24890
734060 10267 16508 75800 16271 24891
734061 10267 16508 75870 16271 24891
734062 10267 16508 75870 16271 24891
734063 10267 16508 75870 16271 24891
734064 10267 16508 75909 16326 24891
734065 10267 16508 75909 16326 24891
734066 10267 16508 75896 16434 24891
734067 10267 16508 75900 16434 24889
734068 10267 16508 75900 16436 24889
734069 10267 16508 75900 16436 24889
734070 10267 16508 75900 16436 24889
734071 10267 16508 76106 16438 24892
734072 10267 16508 76113 16439 24899
734073 10267 16146 75098 16103 25044
734074 10267 16146 75095 16134 25044
734075 10267 16146 75215 16174 25044
734076 10267 16146 75223 16174 25044
734077 10267 16146 75223 16174 25044
734078 10267 16146 75144 16176 25044
734079 10267 16146 75178 16180 25044
734080 10267 16146 75199 16183 25044
734081 10267 16146 75199 16183 25045
734082 10267 16146 75203 16183 25159
734083 10267 16146 75203 16183 25159
734084 10267 16146 75203 16183 25159
734085 10267 16146 75203 16183 25160
734086 10267 16146 75203 16183 25160
734087 10267 16146 75203 16183 25160
734088 10267 16146 75532 16183 25196
734089 10267 16146 75565 16184 25205
734090 10267 16146 75565 16184 25205
734091 10267 16146 75565 16184 25205
734092 10267 16224 75669 16194 25213
734093 10267 16227 75867 16267 25213
734094 10267 16227 74263 16261 25213
734095 10267 16227 74339 16363 25412
734096 10267 16227 74339 16363 25412
734097 10267 16227 74339 16363 25408
734098 10267 16227 74339 16363 25408
734099 10267 16227 74864 16370 25408
734100 10267 15412 74725 16408 25408
734101 10267 15412 74727 16573 25408
734102 10267 15412 74749 16864 25410
734103 10267 15412 75082 16916 25410
734104 10267 15412 75082 16916 25410
734105 10267 15412 75082 16916 25409
734106 10267 15412 75081 16988 25409
734107 10267 15412 75091 16988 25505
734108 10267 15412 75217 16989 25505
734109 10267 15412 75218 17034 25583
734110 10267 15412 75260 17034 25705
734111 10267 15412 75260 17034 25705
734112 10267 15412 75260 17034 25705
734113 10267 15412 75260 17034 25705
734114 10267 15412 75266 17034 25705
734115 10267 15412 75266 17042 25705
734116 10267 15412 75314 17042 25729
734117 10267 15412 75314 17044 25729
734118 10267 15412 75314 17044 25729
734119 10267 15412 75314 17044 25729
734120 10267 15412 75332 17234 25729
734121 10267 15412 75332 17277 25729
734122 10267 15412 75346 17277 25736
734123 10267 15368 75377 17287 25736
734124 10267 15517 75172 17287 25736
734125 10267 15517 75172 17287 25736
734126 10267 15517 75172 17287 25736
734127 10267 15517 75181 17287 25753
734128 10267 15517 75185 17287 25753
734129 10267 15517 75163 17269 25753
734130 10267 15517 75163 17269 25753
734131 10267 15517 75163 17269 25753
734132 10267 15517 75163 17269 25753
734133 10267 15517 75163 17269 25753
734134 10267 15517 75163 17269 25753
734135 10267 15517 75163 17269 25753
734136 10267 15517 75163 17269 25753
734137 10267 15517 75163 17269 25753
734138 10267 15517 75163 17269 25753
734139 10267 15517 75163 17269 25753
734140 10267 15517 75163 17269 25753
734141 10267 15517 75163 17269 25754
734142 10267 15537 75172 17305 25754
734143 10267 15537 75183 17310 25754
734144 10267 15537 75215 17317 25754
734145 10267 15537 75244 17317 25754
734146 10267 15537 75253 17317 25754
734147 10267 15537 75312 17400 25754
734148 10267 15537 75312 17401 25754
734149 10267 15537 75433 17408 25754
734150 10267 15537 75439 17446 25754
734151 10267 15537 75564 18609 25754
734152 10267 15537 75564 18616 25778
734153 10267 15537 75564 18616 25778
734154 10267 15537 75564 18625 25778
734155 10267 15537 75955 18264 25772
734156 10267 15537 75955 18274 25772
